tsg_set,class,definition,clase,definición
1,DOID:3482,"A primary bacterial infectious disease that results_in infection, located_in lymph node, located_in vasculature or located_in lungs, has_material_basis_in Yersinia pestis, which is transmitted_by oriental rat flea (Xenopsylla cheopis) infected by feeding on rodents and other mammals, transmitted_by air, transmitted_by direct contact or transmitted_by ingestion of contaminated undercooked food.",DOID:3482,"La enfermedad infecciosa bacteriana primaria que resulta en infección localizada en ganglio linfático, en la vasculatura o en los pulmones, y tiene base material en Yersinia pestis,  que se transmite por pulga de rata oriental (Xenopsylla cheopis) infectada al alimentarse de roedores y otros mamíferos, por aire, por contacto directo o por ingestión de alimentos contaminados poco cocinados""."
1,DOID:3488,"A skin disease where there is a diffuse infection of connective tissue with severe inflammation of dermal and subcutaneous layers of the skin. Cellulitis can be caused by normal skin flora or by exogenous bacteria, and often occurs where the skin has previously been broken: cracks in the skin, cuts, blisters, burns, insect bites, surgical wounds, or sites of intravenous catheter insertion.",DOID:3488,"Enfermedad cutánea en la que se produce una infección difusa del tejido conjuntivo con inflamación grave de las capas dérmica y subcutánea de la piel. La celulitis puede estar causada por la flora cutánea normal o por bacterias exógenas, y suele producirse en lugares donde la piel se ha roto previamente: grietas en la piel, cortes, ampollas, quemaduras, picaduras de insectos, heridas quirúrgicas o lugares de inserción de catéteres intravenosos."
1,DOID:3490,"A RASopathy that is characterized by mildly unusual facial features, short stature, heart defects, bleeding problems, skeletal malformations, and many other signs and symptoms.",DOID:3490,"Una RASopatía que se caracteriza por rasgos faciales ligeramente inusuales, baja estatura, defectos cardíacos, problemas hemorrágicos, malformaciones esqueléticas y muchos otros signos y síntomas."
1,DOID:3491,A gonadal dysgenesis that is characterized by short stature and early loss of ovarian function resulting from ovarian hypofunction or premature ovarian failure and has_material_basis_in one missing or structurally altered X chromosome.,DOID:3491,Disgenesia gonadal que se caracteriza por baja estatura y pérdida precoz de la función ovárica por hipofunción ovárica o fallo ovárico prematuro y tiene base material en un cromosoma X ausente o estructuralmente alterado.
1,DOID:3492,"A collagen disease that is considered an overlap of three diseases, systemic lupus erythematosus, scleroderma, and polymyositis with very high titers of circulating antinuclear antibody to a ribonucleoprotein antigen.",DOID:3492,"Enfermedad del colágeno que se considera una superposición de tres enfermedades, lupus eritematoso sistémico, esclerodermia y polimiositis con títulos muy elevados de anticuerpos antinucleares circulantes frente a un antígeno ribonucleoproteico."
1,DOID:3493,"An adenocarcinoma that derives_from epithelial cells originating in glandular tissue, which have signet ring appearance.",DOID:3493,"Adenocarcinoma que deriva de células epiteliales originadas en el tejido glandular, que tienen aspecto de anillo de sello."
1,DOID:3495,An extrahepatic bile duct carcinoma that derives_from epithelial cells of glandular origin.,DOID:3495,Carcinoma de vías biliares extrahepáticas que deriva de células epiteliales de origen glandular.
1,DOID:3498,A pancreatic adenocarcinoma that derives_from pancreatic duct cells.,DOID:3498,Adenocarcinoma pancreático que deriva de las células del conducto pancreático.
1,DOID:3500,A gallbladder carcinoma that derives_from epithelial cells of glandular origin.,DOID:3500,Carcinoma de la vesícula biliar que deriva de células epiteliales de origen glandular.
1,DOID:3502,An ampulla of Vater carcinoma that derives_from epithelial cells of glandular origin.,DOID:3502,Carcinoma de la ampolla de Vater que deriva de células epiteliales de origen glandular.
1,DOID:3503,"A breast adenocarcinoma that is characterized by the presence of numerous cells containing intracellular mucin, without large amounts of extracellular mucins.",DOID:3503,"Adenocarcinoma de mama que se caracteriza por la presencia de numerosas células que contienen mucina intracelular, sin grandes cantidades de mucinas extracelulares."
1,DOID:3507,A fibrosarcoma that is located_in the dermis laryer of the skin and that begins as a hard nodule and grows slowly.,DOID:3507,Fibrosarcoma que se localiza en la dermis laríngea de la piel y que comienza como un nódulo duro y crece lentamente.
1,DOID:3522,"A brain stem infarction that is characterized by hoarseness, dizziness, nausea, located_in the lateral part of the medulla oblongata that develops from a blockage in the posterior inferior cerebellar artery or one of its branches or of the vertebral artery, has_symptom vertigo, has_symptom ipsilateral cerebellar signs, has_symptom contralateral sensory deficits of limbs and torso, has_symptom ipsilateral sensory deficits of face, has_symptom laryngeal, pharyngeal, and palatal hemiparalysis, has_symptom ipsilateral Horner's syndrome.",DOID:3522,"Infarto del tronco cerebral que se caracteriza por ronquera, mareos, náuseas, localizada en la parte lateral de la médula oblonga que se desarrolla a partir de un bloqueo en la arteria cerebelosa posterior inferior o una de sus ramas o de la arteria vertebral, tiene síntoma de vértigo, tiene síntoma de signos cerebelosos ipsilaterales, tiene síntoma de déficit sensorial contralateral de extremidades y torso, tiene síntoma de déficit sensorial ipsilateral de cara, tiene síntoma de hemiparálisis laríngea, faríngea y palatina, tiene síntoma de síndrome de Horner ipsilateral."
1,DOID:3523,"A brain infarction that is characterized by stroke of the brain stem that develops from blockage or narrowing in the arteries located_in the brainstem, has_material_basis_in damage to the cranial nerve nuclei and long tracts, has_symptom vertigo, has_symptom imbalance, has_symptom decreased level of arousal.",DOID:3523,"Infarto cerebral que se caracteriza por un accidente cerebrovascular del tronco cerebral que se desarrolla a partir de la obstrucción o estrechamiento en las arterias localizadas en el tronco cerebral, tiene base material en el daño a los núcleos de los nervios craneales y tractos largos, tiene síntoma vértigo, tiene síntoma desequilibrio, tiene síntoma disminución del nivel de excitación."
1,DOID:3526,A cerebrovascular disease that is characterized by an area of necrotic tissue in the brain resulting from a blockage or narrowing in the arteries supplying blood and oxygen to the brain.,DOID:3526,Enfermedad cerebrovascular que se caracteriza por una zona de tejido necrótico en el cerebro como consecuencia de una obstrucción o estrechamiento de las arterias que suministran sangre y oxígeno al cerebro.
1,DOID:3529,"A congenital myopathy that is characterized by muscle weakness primarily affecting the proximal muscles of the lower limbs beginning in infancy or early childhood, although later onset of symptoms has been reported and that has_material_basis_in heterozygous mutation in the ryanodine receptor-1 gene (RYR1) on chromosome 19q13. Heterozygous mutation in the RYR1 gene also causes susceptibility to malignant hyperthermia-1 (MHS1), patients with CMYP1A are at risk for MHS. Biallelic mutations in the RYR1 gene cause autosomal recessive CMYP1B, which shows overlapping features, but is typically more severe.",DOID:3529,"Miopatía congénita que se caracteriza por debilidad muscular que afecta principalmente a los músculos proximales de las extremidades inferiores a partir de la lactancia o la primera infancia, aunque se ha descrito una aparición más tardía de los síntomas, y que tiene base material en mutación heterocigota en el gen del receptor-1 de rianodina (RYR1) en el cromosoma 19q13. La mutación heterocigota en el gen RYR1 también causa susceptibilidad a la hipertermia maligna-1 (MHS1), los pacientes con CMYP1A tienen riesgo de padecer MHS. Las mutaciones bialélicas en el gen RYR1 causan la CMYP1B autosómica recesiva, que muestra características superpuestas, pero suele ser más grave."
1,DOID:3534,"A progressive myoclonus epilepsy characterized by myoclonus and/or generalized seizures, visual hallucinations, and progressive neurological decline with onset between 8 and 18 years of age that has_material_basis_in homozygous or compound heterozygous mutation in either NHLRC1 on chromosome 6p22.3 or EPM2A on chromosome 6q24.3.",DOID:3534,"Epilepsia mioclónica progresiva caracterizada por mioclonías y/o convulsiones generalizadas, alucinaciones visuales y deterioro neurológico progresivo con inicio entre los 8 y los 18 años de edad que tiene base material en mutación homocigota o heterocigota compuesta en NHLRC1 en el cromosoma 6p22.3 o EPM2A en el cromosoma 6q24.3."
1,DOID:3535,"A progressive myoclonus epilepsy characterized by onset between 6 and 13 years of age of action- and stimulus-sensitive myoclonus, tonic-clonic seizures with ataxia, and a mild cognitive decline.",DOID:3535,"La epilepsia mioclónica progresiva se caracteriza por la aparición entre los 6 y los 13 años de edad de mioclonías sensibles a la acción y al estímulo,  convulsiones tónico-clónicas con ataxia y un deterioro cognitivo leve""."
1,DOID:3540,A cerebral ventricle cancer that is located_in the plexus located_in the ventricles of the brain.,DOID:3540,Cáncer del ventrículo cerebral que se localiza en el plexo situado en los ventrículos del cerebro.
2,DOID:3541,A cerebrum cancer that is located_in the cerebral ventricles.,DOID:3541,Cáncer de cerebro que se localiza en los ventrículos cerebrales.
1,DOID:355,A sarcoma that has_material_basis_in mast cells.,DOID:355,Sarcoma que tiene base material en los mastocitos.
1,DOID:3557,A duodenal obstruction resulting from compression of the duodenum between the aorta and the superior mesenteric artery.,DOID:3557,Obstrucción duodenal resultante de la compresión del duodeno entre la aorta y la arteria mesentérica superior.
1,DOID:3559,An appendix cancer that is characterized by progressive accumulation of mucus-secreting tumor cells within the abdomen and pelvis.,DOID:3559,Cáncer de apéndice que se caracteriza por la acumulación progresiva de células tumorales secretoras de moco en el abdomen y la pelvis.
1,DOID:3565,A central nervous system cancer that are manifested in the central nervous system and arise from the arachnoid cap cells of the arachnoid villi in the meninges.,DOID:3565,Cáncer del sistema nervioso central que se manifiesta en el sistema nervioso central y surge de las células del casquete aracnoideo de las vellosidades aracnoideas de las meninges.
1,DOID:3571,A hepatobiliary system cancer that is located_in the liver.,DOID:3571,Cáncer del sistema hepatobiliar que se localiza en el hígado.
1,DOID:3577,A sex cord-gonadal stromal tumor characterized by excessive proliferation of Sertoli cells.,DOID:3577,Tumor del estroma gonadal del cordón sexual caracterizado por una proliferación excesiva de las células de Sertoli.
1,DOID:3578,An ovarian benign neoplasm that is has_material_basis_in a mixture of gonadal elements.,DOID:3578,Neoplasia ovárica benigna que tiene base material en una mezcla de elementos gonadales.
1,DOID:3587,A pancreatic carcinoma located_in the pancreatic duct.,DOID:3587,Un carcinoma pancreático localizado en el conducto pancreático.
1,DOID:3594,A placenta cancer that has_material_basis_in trophoblastic cells.,DOID:3594,Cáncer de placenta que tiene base material en células trofoblásticas.
1,DOID:3596,A choriocarcinoma that is characterized by low beta-hCG levels and arises from neoplastic transformation of intermediate trophoblastic cells.,DOID:3596,Coriocarcinoma que se caracteriza por niveles bajos de beta-hCG y surge de la transformación neoplásica de células trofoblásticas intermedias.
1,DOID:3602,"A nervous system disease that results from exposure to neurotoxicants and is characterized by an altered mental status, memory loss, and visual problems.",DOID:3602,"Enfermedad del sistema nervioso que resulta de la exposición a neurotóxicos y se caracteriza por una alteración del estado mental, pérdida de memoria y problemas visuales."
1,DOID:3603,"A cystadenocarcinoma that derives_from epithelial cells originating in glandular tissue, with a capsulated structure and mucus-producing cells.",DOID:3603,"Cistadenocarcinoma que deriva de células epiteliales originadas en el tejido glandular, con una estructura capsulada y células productoras de moco."
1,DOID:3604,An ovarian cystadenocarcinoma that is characterized by the presence of mucin.,DOID:3604,Cistadenocarcinoma de ovario que se caracteriza por la presencia de mucina.
1,DOID:3605,An ovary adenocarcinoma that is characterized by the presence of cysts or cystic spaces.,DOID:3605,Adenocarcinoma de ovario que se caracteriza por la presencia de quistes o espacios quísticos.
1,DOID:3606,An ovary adenocarcinoma that is characterized by the presence of mucin.,DOID:3606,Adenocarcinoma de ovario que se caracteriza por la presencia de mucina.
1,DOID:3608,An appendix carcinoma that derives_from epithelial cells of glandular origin.,DOID:3608,Carcinoma del apéndice que deriva de células epiteliales de origen glandular.
1,DOID:3609,A breast mucinous carcinoma that is characterized by both intracellular and extracellular mucin and cystic spaces are lined by tall columnar cells that contain profuse extracellular mucin.,DOID:3609,Carcinoma mucinoso de mama que se caracteriza por mucina intracelular y extracelular y los espacios quísticos están revestidos por células columnares altas que contienen profusa mucina extracelular.
1,DOID:361,A cervix disease that is characterized by the growth endometrial tissue that is located on the cervix.,DOID:361,Enfermedad del cuello uterino que se caracteriza por el crecimiento de tejido endometrial que se localiza en el cuello uterino.
1,DOID:3610,A breast adenocarcinoma in which at least one half of the tumor volume is extracellular mucin throughout.,DOID:3610,Adenocarcinoma de mama en el que al menos la mitad del volumen tumoral es mucina extracelular en su totalidad.
1,DOID:3613,"A leukodystrophy characterized by onset in early infancy, atonia of neck muscles, hypotonia, hyperextension of legs and flexion of arms, blindness, severe mental defect, megalocephaly, and death by 18 months on the average that has_material_basis_in homozygous or compound heterozygous mutation in ASPA gene encoding aspartoacylase on chromosome 17p13.",DOID:3613,"Leucodistrofia caracterizada por aparición en la primera infancia, atonía de los músculos del cuello, hipotonía, hiperextensión de las piernas y flexión de los brazos, ceguera, defecto mental grave, megalocefalia y muerte a los 18 meses de media que tiene base material en mutación homocigota o heterocigota compuesta en el gen ASPA que codifica la aspartoacilasa en el cromosoma 17p13."
1,DOID:3614,A hypogonadotropic hypogonadism with a defective sense of smell (anosmia or hyposmia).,DOID:3614,Hipogonadismo hipogonadotrópico con un sentido del olfato defectuoso (anosmia o hiposmia).
1,DOID:3615,An angiolipoma that is characterized by prominent vascularity that invades the surrounding deep tissue.,DOID:3615,Angiolipoma que se caracteriza por una vascularización prominente que invade el tejido profundo circundante.
1,DOID:3616,"A lipoma that is a painful subcutaneous nodule, having all other features of a typical lipoma.",DOID:3616,"Lipoma que es un nódulo subcutáneo doloroso, que presenta todas las demás características de un lipoma típico."
1,DOID:3620,A nervous system cancer that is located_in the central nervous system.,DOID:3620,Cáncer del sistema nervioso que se localiza en el sistema nervioso central.
1,DOID:3627,An aortic disease that is characterized by an enlargement (dilation) of the aorta to greater than 1.5 times normal size.,DOID:3627,"Enfermedad aórtica que se caracteriza por un agrandamiento (dilatación) de la aorta superior a 1,5 veces su tamaño normal."
1,DOID:363,A female reproductive organ cancer that is located_in the uterus.,DOID:363,El cáncer del órgano reproductor femenino se localiza_en el útero.
1,DOID:3633,A lysosomal storage disease that has_material_basis_in deficiency of the beta-A-manosidase enzyme resulting in the disruption of N-linked glycoprotein oligosaccharide catabolism.,DOID:3633,Enfermedad de almacenamiento lisosómico que tiene base material en deficiencia de la enzima beta-A-manosidasa que provoca la interrupción del catabolismo de oligosacáridos glicoproteicos ligados a N.
1,DOID:3640,A teratoma that is located_in the central nervous system.,DOID:3640,Teratoma que se localiza en el sistema nervioso central.
1,DOID:3649,A carbohydrate metabolic disorder characterized by the buildup of lactic acid in the body and a variety of neurological problems and caused by a deficiency of one of the three enzymes in the pyruvate dehydrogenase complex.,DOID:3649,Trastorno metabólico de los hidratos de carbono caracterizado por la acumulación de ácido láctico en el organismo y diversos problemas neurológicos y causado por la deficiencia de una de las tres enzimas del complejo piruvato deshidrogenasa.
1,DOID:365,A urinary system disease that is located_in the bladder.,DOID:365,Enfermedad del sistema urinario que se_ubica_en la vejiga.
1,DOID:3650,A metabolic acidosis characterized by buildup of lactate.,DOID:3650,Acidosis metabólica caracterizada por la acumulación de lactato.
1,DOID:3651,"A carbohydrate metabolic disorder that is characterized by deficiency of pyruvate carboxylase causing decreased utilization of carbohydrates and toxic accumulation of lactic acid, possibly has_symptom periodic lactate elevations, gastrointestinal upset, neonatal onset of metabolic acidosis, failure to thrive, developmental delay, seizures, death, and has_material_basis_in autosomal recessive inheritance of mutation in the PC gene, which encodes pyruvate carboxylase, a critical protein in the citric acid cycle and in gluconeogenesis.",DOID:3651,"Trastorno metabólico de los hidratos de carbono que se caracteriza por deficiencia de piruvato carboxilasa que causa disminución de la utilización de hidratos de carbono y acumulación tóxica de ácido láctico, posiblemente tiene síntoma de elevaciones periódicas de lactato, molestias gastrointestinales, tiene base material en la herencia autosómica recesiva de la mutación en el gen PC, que codifica la piruvato carboxilasa, una proteína crítica en el ciclo del ácido cítrico y en la gluconeogénesis."
1,DOID:3652,"A cytochrome-c oxidase deficiency disease characterized by progressive loss of mental and movement abilities. Symptoms usually begin between ages of three months and two years and include loss of appetite, vomiting, irritability and seizure activity.",DOID:3652,"Enfermedad por deficiencia de citocromo-c oxidasa caracterizada por la pérdida progresiva de las capacidades mentales y de movimiento. Los síntomas suelen comenzar entre los tres meses y los dos años de edad e incluyen pérdida de apetito, vómitos, irritabilidad y actividad convulsiva."
1,DOID:3659,A lysosomal storage disease characterized by increased sialic acid in the urine.,DOID:3659,Enfermedad de almacenamiento lisosómico caracterizada por un aumento del ácido siálico en la orina.
1,DOID:3660,"A food allergy that develops_from exposure to and particularly consumption of wheat, and has_symptom that are both gastrointestinal and nongastrointestinal in nature, such as diarrhea, mouth and throat irritation, headache, hives, skin rashes, and anaphylaxis.",DOID:3660,"Alergia alimentaria que se desarrolla a partir de la exposición al trigo y, en particular, de su consumo, y tiene síntoma de naturaleza gastrointestinal y no gastrointestinal, como diarrea, irritación de boca y garganta, dolor de cabeza, urticaria, erupciones cutáneas y anafilaxia."
1,DOID:3664,A hematologic cancer that has_material_basis_in mast cells.,DOID:3664,Cáncer hematológico que tiene base material en los mastocitos.
1,DOID:3666,A mast cell neoplasm that is characterized by collections of mast cells with a single or multiple (usually five or fewer individual) orange-brown to red-brown plaques or nodules ranging from 0.5 to 3.5 cm in diameter.,DOID:3666,Neoplasia de mastocitos que se caracteriza por acumulaciones de mastocitos con placas o nódulos únicos o múltiples (normalmente cinco o menos individuos) de color marrón anaranjado a marrón rojizo de 0.5 a 3.5 cm de diámetro.
1,DOID:367,"A brain disease that is characterized by nerve injury located_in olfactory nerve, occurring as a result of normal aging, trauma, mass lesion or other insult, and has_symptom impaired sense of smell, has_symptom anosmia or loss of smell.",DOID:367,"Enfermedad cerebral que se caracteriza por una lesión nerviosa localizada en el nervio olfativo, que se produce como resultado del envejecimiento normal, traumatismo, lesión masiva u otro insulto, y tiene síntoma alteración del sentido del olfato, tiene síntoma anosmia o pérdida del olfato."
1,DOID:3672,"A childhood kidney neoplasm that is located_in the kidney, liver, muscle, heart, lung, soft tissues, skin and central nervous system.",DOID:3672,"Neoplasia renal infantil que se localiza en el riñón, el hígado, el músculo, el corazón, el pulmón, los tejidos blandos, la piel y el sistema nervioso central."
1,DOID:3674,A embryonal cancer that is located in the kidney.,DOID:3674,Cáncer embrionario que se localiza en el riñón.
1,DOID:3677,A lung disease that is characterized by an inflammatory lesion that is composed of plasma cells and fibrous tissue.,DOID:3677,Enfermedad pulmonar que se caracteriza por una lesión inflamatoria compuesta por células plasmáticas y tejido fibroso.
1,DOID:368,A supratentorial cancer that is located_in the cerebrum.,DOID:368,Un cáncer supratentorial que se_ubica_en el cerebro.
1,DOID:3687,"A mitochondrial encephalomyopathy that is characterized by mitochondrial myopathy, encephalopathy, lactic acidosis, and stroke-like episodes, has_symptom myalgia, motor weakness, headaches, seizures, and stroke-like episodes with acute hemiparesis and severe headaches, and develops_from mutation in mitochondrial genes including MT-TL1, which encodes tRNA proteins.",DOID:3687,"Encefalomiopatía mitocondrial que se caracteriza por miopatía mitocondrial, encefalopatía, acidosis láctica y episodios similares a ictus, tiene síntoma de mialgia, debilidad motora, cefaleas, convulsiones y episodios similares a ictus con hemiparesia aguda y cefaleas graves, y se desarrolla a partir de una mutación en genes mitocondriales, incluido MT-TL1, que codifica proteínas ARNt."
1,DOID:3689,"A brachial plexus neuropathy that affects the chest, shoulder, arm and hand.",DOID:3689,"Neuropatía del plexo braquial que afecta al tórax, el hombro, el brazo y la mano."
1,DOID:3690,"A peripheral nervous system disease that is characterized by damage to nerves in the upper shoulder of the brachial plexus, an area where nerves from the spinal cord branch into the arm nerves.",DOID:3690,"La enfermedad del sistema nervioso periférico se caracteriza por daños en los nervios del hombro superior del plexo braquial, la zona en la que los nervios de la médula espinal se ramifican en los nervios del brazo""."
1,DOID:3691,An anus carcinoma that derives_from epithelial cells of glandular origin located_in the anal colloid.,DOID:3691,Carcinoma de ano que deriva de células epiteliales de origen glandular localizadas en el coloide anal.
1,DOID:3692,An anal canal cancer that derives_from epithelial cells of glandular origin.,DOID:3692,Cáncer del canal anal que deriva de células epiteliales de origen glandular.
1,DOID:3696,A acute transudative otitis media which involves bloody effusion.,DOID:3696,Otitis media transudativa aguda con derrame sanguinolento.
1,DOID:3697,A non-suppurative otitis media and eustachian tube disorder with a sudden onset and a short course.,DOID:3697,El trastorno no supurativo de la otitis media y la trompa de Eustaquio con un inicio repentino y un curso corto.
1,DOID:3699,A uterine ligament adenocarcinoma that produces mucin.,DOID:3699,Adenocarcinoma del ligamento uterino que produce mucina.
1,DOID:37,An integumentary system disease that is located_in skin.,DOID:37,Una enfermedad del sistema tegumentario que se_ubica_en el páncreas.
1,DOID:3700,A uterine ligament cancer that is characterized as a mixture of carcinoma and sarcoma and has_material_basis_in epithelial tissue and has_material_basis_in connective tissue.,DOID:3700,Cáncer del ligamento uterino que se caracteriza por ser una mezcla de carcinoma y sarcoma y tiene base material en tejido epitelial y tiene base material en tejido conectivo.
1,DOID:3701,A cervical adenocarcinoma that derives_from mucin producing epithelial cells.,DOID:3701,Adenocarcinoma cervical que deriva de células epiteliales productoras de mucina.
1,DOID:3702,A cervix carcinoma that derives_from epithelial cells of glandular origin.,DOID:3702,Carcinoma de cuello uterino que deriva de células epiteliales de origen glandular.
1,DOID:3703,A prostate adenocarcinoma that produces mucin and is characterized by non-cystic structure.,DOID:3703,Adenocarcinoma de próstata que produce mucina y se caracteriza por una estructura no quística.
1,DOID:3704,"A fallopian tube adenocarcinoma that derives_from epithelial cells originating in glandular tissue, which produce mucin.",DOID:3704,"Adenocarcinoma de las trompas de Falopio que deriva de células epiteliales originadas en el tejido glandular, que producen mucina."
1,DOID:3705,A fallopian tube benign neoplasm that produces mucin.,DOID:3705,Neoplasia benigna de las trompas de Falopio que produce mucina.
1,DOID:3706,A fallopian tube carcinoma that derives_from epithelial cells of glandular origin.,DOID:3706,Carcinoma de las trompas de Falopio que deriva de células epiteliales de origen glandular.
1,DOID:3707,"An endometrial adenocarcinoma that derives_from epithelial cells originating in glandular tissue, which produce mucin.",DOID:3707,"Adenocarcinoma endometrial que deriva de células epiteliales originadas en el tejido glandular, que producen mucina."
1,DOID:3709,A rectal adenocarcinoma that produces mucin.,DOID:3709,Adenocarcinoma rectal que produce mucina.
1,DOID:3711,A bladder carcinoma that derives_from epithelial cells of glandular origin.,DOID:3711,Carcinoma de vejiga que deriva de células epiteliales de origen glandular.
1,DOID:3713,An ovarian carcinoma that derives_from epithelial cells of glandular origin.,DOID:3713,Carcinoma ovárico que deriva de células epiteliales de origen glandular.
1,DOID:3717,A stomach carcinoma that derives_from epithelial cells of glandular origin.,DOID:3717,El carcinoma de estómago se deriva_de células epiteliales de origen glandular.
1,DOID:3728,A acute sanguinous otitis media caused by an allergen.,DOID:3728,Otitis media sanguinolenta aguda causada por un alérgeno.
1,DOID:3733,"A parasitic protozoa infectious disease that involves infection of humans and cattle caused by a genus of parasitic protozoa Theileria, which is transmitted by ixodid ticks.",DOID:3733,"Enfermedad infecciosa por protozoos parásitos que implica la infección de seres humanos y ganado vacuno causada por un género de protozoos parásitos Theileria, que se transmite por garrapatas ixódidas."
1,DOID:3737,"A squamous cell carcinoma that is a diffuse, papillary, non metastasizing, well differentiated, malignant neoplasm of epidermis or oral epithelium.",DOID:3737,"Carcinoma de células escamosas que es una neoplasia maligna difusa, papilar, no metastatizante, bien diferenciada, de la epidermis o del epitelio oral."
1,DOID:374,"An acquired metabolic disease that is characterized by an insufficient intake of food or of certain nutrients, by an inability of the body to absorb and use nutrients, or by overconsumption of certain foods.",DOID:374,"Enfermedad metabólica adquirida que se caracteriza por una ingesta insuficiente de alimentos o de determinados nutrientes, por una incapacidad del organismo para absorber y utilizar los nutrientes o por un consumo excesivo de determinados alimentos."
1,DOID:3740,"A vulva squamous cell carcinoma that is characterized as locally invasive, with warty-appearing, highly differentiated, and variably keratinized lesions.",DOID:3740,"Carcinoma de células escamosas de vulva que se caracteriza por ser localmente invasivo, con lesiones de aspecto verrugoso, altamente diferenciadas y variablemente queratinizadas."
1,DOID:3742,A carcinoma of bladder that is manifested in squamous cells of the bladder.,DOID:3742,Carcinoma de vejiga que se manifiesta en las células escamosas de la vejiga.
1,DOID:3743,"A cervical squamous cell carcinoma that is characterized by a hyperkeratotic, undulating, warty surface and invades the underlying stroma in the form of bulbous epithelial pegs with a pushing border, broad papillae that lack fibrovascular cores and the absence of koilocytosis. It shows no more than minimal nuclear atypia and does not exhibit infiltrative growth.",DOID:3743,"Carcinoma cervical de células escamosas que se caracteriza por una superficie hiperqueratósica, ondulante y verrugosa e invade el estroma subyacente en forma de pegotes epiteliales bulbosos con un borde expandido, papilas anchas que carecen de núcleos fibrovasculares y ausencia de coilocitosis. No muestra más que una atipia nuclear mínima y no presenta crecimiento infiltrativo."
1,DOID:3744,A cervix carcinoma that has_material_basis_in squamous cells of the cervix.,DOID:3744,Carcinoma de cuello uterino que tiene base material en células escamosas del cuello uterino.
1,DOID:3748,An esophageal carcinoma that derives_from epithelial squamous cells located_in the esophagus.,DOID:3748,Carcinoma esofágico que deriva de células epiteliales escamosas localizadas en el esófago.
1,DOID:3750,A cancer of urethra that shows squamous cell differentiation.,DOID:3750,Cáncer de uretra que presenta diferenciación de células escamosas.
1,DOID:3753,"A syndrome characterized by oculocutaneous albinism, bleeding problems due to platelet storage pool defect, visual impairment and lysosomal accumulation of ceroid lipofuscin.",DOID:3753,"Síndrome caracterizado por albinismo oculocutáneo, problemas hemorrágicos debidos a un defecto en la reserva de plaquetas, deficiencia visual y acumulación lisosomal de lipofuscina ceroide."
1,DOID:3755,A thrombophilia that is characterized by the tendency to form clots in the veins.,DOID:3755,Trombofilia que se caracteriza por la tendencia a formar coágulos en las venas.
1,DOID:3756,A thrombophilia that is characterized by recurrent venous thrombosis and that has_material_basis_in heterozygous mutation in the PROC gene on chromosome 2q14.,DOID:3756,Una trombofilia que se caracteriza por trombosis venosas recurrentes y que tiene_material_basis_en una mutación heterocigota en el gen PROC del cromosoma 2q14.
1,DOID:3762,"A mitochondrial metabolism disease that is characterized by deficiency of cytochrome c oxidase, myopathy, hepatomegaly, hypertrophic cardiomyopathy, lactic acidosis, and Leigh syndrome, and is caused by mutations related to oxidative phosphorylation.",DOID:3762,"Enfermedad del metabolismo mitocondrial que se caracteriza por deficiencia de citocromo c oxidasa, miopatía, hepatomegalia, cardiomiopatía hipertrófica, acidosis láctica y síndrome de Leigh, y está causada por mutaciones relacionadas con la fosforilación oxidativa."
1,DOID:3764,"A syndrome that is characterized by the association of diffuse mesangial sclerosis (DMS), male pseudohermaphroditism with a 46,XY karyotype, and nephroblastoma that derives_from an abnormality in the WT1 gene (Wilms' tumor suppressor gene).",DOID:3764,"Síndrome que se caracteriza por la asociación de esclerosis mesangial difusa (EMD), pseudohermafroditismo masculino con cariotipo 46,XY y nefroblastoma que deriva de una anomalía en el gen WT1 (gen supresor del tumor de Wilms)."
1,DOID:3766,A vaginal discharge that is characterized by a whitish or yellow color.,DOID:3766,Flujo vaginal de color blanquecino o amarillo.
1,DOID:3767,A vaginal disease that is characterized by the presence of discharge.,DOID:3767,Enfermedad vaginal que se caracteriza por la presencia de flujo.
1,DOID:3770,"An interstitial lung disease that is characterized by destruction, scarring, and thickening of the interstitial lung tissues and progressive pulmonary function loss in a restrictive pattern, has_symptom progressive shortness of breath, fatigue, and chronic cough, possibly has_material_basis_in exposure to certain chemicals, autoimmune conditions, and radiation.",DOID:3770,"Enfermedad pulmonar intersticial que se caracteriza por la destrucción, cicatrización y engrosamiento de los tejidos pulmonares intersticiales y la pérdida progresiva de la función pulmonar en un patrón restrictivo, tiene_como_síntoma dificultad respiratoria progresiva, fatiga y tos crónica, posiblemente tiene_como_base la exposición a ciertas sustancias químicas, afecciones autoinmunes y radiación."
1,DOID:3774,"A high grade glioma that is characterized by the presence of epithelioid cells which express GFAP, and mucinous stroma which contains lymphoplasmacytic infiltrates.",DOID:3774,"Glioma de alto grado que se caracteriza por la presencia de células epitelioides que expresan GFAP, y estroma mucinoso que contiene infiltrados linfoplasmocitarios."
1,DOID:3781,An ovarian disease that is characterized by the absence of ovulation.,DOID:3781,Enfermedad ovárica que se caracteriza por la ausencia de ovulación.
